Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,Attend.,Capacity,Attendence
"Wed, Mar 21, 2018",7:30p,Charlotte Hornets,111,Brooklyn Nets,105,10231,17732,0.58
"Wed, Mar 21, 2018",8:00p,Denver Nuggets,135,Chicago Bulls,102,20671,22983,0.90
"Wed, Mar 21, 2018",7:00p,Toronto Raptors,129,Cleveland Cavaliers,132,20562,20562,1.00
"Wed, Mar 21, 2018",7:30p,New York Knicks,98,Miami Heat,119,19600,20093,0.98
"Wed, Mar 21, 2018",8:00p,Los Angeles Clippers,127,Milwaukee Bucks,120,17916,18717,0.96
"Wed, Mar 21, 2018",8:00p,Indiana Pacers,92,New Orleans Pelicans,96,14148,18573,0.76
"Wed, Mar 21, 2018",7:00p,Memphis Grizzlies,105,Philadelphia 76ers,119,10411,20848,0.50
"Wed, Mar 21, 2018",9:30p,Washington Wizards,90,San Antonio Spurs,98,18418,18935,0.97
"Thu, Mar 22, 2018",7:00p,Memphis Grizzlies,79,Charlotte Hornets,140,15033,19624,0.77
"Thu, Mar 22, 2018",8:30p,Utah Jazz,119,Dallas Mavericks,112,19725,20394,0.97
"Thu, Mar 22, 2018",8:00p,Detroit Pistons,96,Houston Rockets,100,18055,18476,0.98
"Thu, Mar 22, 2018",8:00p,Los Angeles Lakers,125,New Orleans Pelicans,128,18037,18573,0.97
"Thu, Mar 22, 2018",7:00p,Philadelphia 76ers,118,Orlando Magic,98,17881,19171,0.93
"Thu, Mar 22, 2018",10:00p,Atlanta Hawks,90,Sacramento Kings,105,17583,17583,1.00
"Fri, Mar 23, 2018",8:00p,Milwaukee Bucks,118,Chicago Bulls,105,21698,22983,0.94
"Fri, Mar 23, 2018",7:30p,Phoenix Suns,95,Cleveland Cavaliers,120,20562,20562,1.00
"Fri, Mar 23, 2018",10:30p,Atlanta Hawks,94,Golden State Warriors,106,19596,19596,1.00
"Fri, Mar 23, 2018",7:00p,Los Angeles Clippers,104,Indiana Pacers,109,17923,17923,1.00
"Fri, Mar 23, 2018",7:30p,Minnesota Timberwolves,108,New York Knicks,104,18914,19812,0.95
"Fri, Mar 23, 2018",8:00p,Miami Heat,99,Oklahoma City Thunder,105,18203,18203,1.00
"Fri, Mar 23, 2018",10:00p,Boston Celtics,105,Portland Trail Blazers,100,19575,20186,0.97
"Fri, Mar 23, 2018",8:30p,Utah Jazz,120,San Antonio Spurs,124,18418,18935,0.97
"Fri, Mar 23, 2018",7:30p,Brooklyn Nets,112,Toronto Raptors,116,19800,20131,0.98
"Fri, Mar 23, 2018",7:00p,Denver Nuggets,108,Washington Wizards,100,19016,20356,0.93
"Sat, Mar 24, 2018",8:30p,Charlotte Hornets,102,Dallas Mavericks,98,20085,20394,0.98
"Sat, Mar 24, 2018",7:00p,Chicago Bulls,95,Detroit Pistons,117,19139,20491,0.93
"Sat, Mar 24, 2018",8:00p,New Orleans Pelicans,91,Houston Rockets,114,18055,18476,0.98
"Sat, Mar 24, 2018",8:00p,Los Angeles Lakers,100,Memphis Grizzlies,93,18119,18119,1.00
"Sat, Mar 24, 2018",7:00p,Phoenix Suns,99,Orlando Magic,105,17393,19171,0.91
"Sat, Mar 24, 2018",6:00p,Minnesota Timberwolves,108,Philadelphia 76ers,120,20668,20848,0.99
"Sun, Mar 25, 2018",1:00p,Cleveland Cavaliers,121,Brooklyn Nets,114,17732,17732,1.00
"Sun, Mar 25, 2018",8:30p,Utah Jazz,110,Golden State Warriors,91,19596,19596,1.00
"Sun, Mar 25, 2018",8:00p,Atlanta Hawks,99,Houston Rockets,118,18055,18476,0.98
"Sun, Mar 25, 2018",5:00p,Miami Heat,107,Indiana Pacers,113,17923,17923,1.00
"Sun, Mar 25, 2018",3:30p,San Antonio Spurs,103,Milwaukee Bucks,106,18717,18717,1.00
"Sun, Mar 25, 2018",7:00p,Portland Trail Blazers,108,Oklahoma City Thunder,105,18203,18203,1.00
"Sun, Mar 25, 2018",6:00p,Boston Celtics,104,Sacramento Kings,93,17583,17583,1.00
"Sun, Mar 25, 2018",6:00p,Los Angeles Clippers,117,Toronto Raptors,106,19800,20131,0.98
"Sun, Mar 25, 2018",6:00p,New York Knicks,101,Washington Wizards,97,18884,20356,0.93
"Mon, Mar 26, 2018",7:00p,New York Knicks,128,Charlotte Hornets,137,14487,19624,0.74
"Mon, Mar 26, 2018",7:00p,Los Angeles Lakers,106,Detroit Pistons,112,18718,20491,0.91
"Mon, Mar 26, 2018",8:00p,Memphis Grizzlies,101,Minnesota Timberwolves,93,16290,18978,0.86
"Mon, Mar 26, 2018",7:00p,Denver Nuggets,104,Philadelphia 76ers,123,20585,20848,0.99
"Mon, Mar 26, 2018",10:00p,Boston Celtics,102,Phoenix Suns,94,18055,18055,1.00
"Tue, Mar 27, 2018",10:30p,Indiana Pacers,92,Golden State Warriors,81,19596,19596,1.00
"Tue, Mar 27, 2018",8:00p,Chicago Bulls,86,Houston Rockets,118,18055,18476,0.98
"Tue, Mar 27, 2018",10:30p,Milwaukee Bucks,98,Los Angeles Clippers,105,19068,19430,0.98
"Tue, Mar 27, 2018",8:00p,Cleveland Cavaliers,79,Miami Heat,98,20093,20093,1.00
"Tue, Mar 27, 2018",8:00p,Portland Trail Blazers,107,New Orleans Pelicans,103,15426,18573,0.83
"Tue, Mar 27, 2018",10:00p,Dallas Mavericks,103,Sacramento Kings,97,17583,17583,1.00
"Tue, Mar 27, 2018",7:30p,Denver Nuggets,110,Toronto Raptors,114,19800,20131,0.98
"Tue, Mar 27, 2018",7:00p,San Antonio Spurs,106,Washington Wizards,116,19588,20356,0.96
"Wed, Mar 28, 2018",7:00p,Cleveland Cavaliers,118,Charlotte Hornets,105,19474,19624,0.99
"Wed, Mar 28, 2018",10:30p,Dallas Mavericks,93,Los Angeles Lakers,103,18997,18997,1.00
"Wed, Mar 28, 2018",8:00p,Portland Trail Blazers,103,Memphis Grizzlies,108,16050,18119,0.89
"Wed, Mar 28, 2018",8:00p,Atlanta Hawks,114,Minnesota Timberwolves,126,16183,18978,0.85
"Wed, Mar 28, 2018",7:00p,Brooklyn Nets,111,Orlando Magic,104,16517,19171,0.86
"Wed, Mar 28, 2018",7:00p,New York Knicks,101,Philadelphia 76ers,118,20655,20848,0.99
"Wed, Mar 28, 2018",10:00p,Los Angeles Clippers,111,Phoenix Suns,99,17005,18055,0.94
"Wed, Mar 28, 2018",9:30p,Boston Celtics,97,Utah Jazz,94,18306,18306,1.00
"Thu, Mar 29, 2018",7:00p,Washington Wizards,92,Detroit Pistons,103,18268,20491,0.89
"Thu, Mar 29, 2018",10:30p,Milwaukee Bucks,116,Golden State Warriors,107,19596,19596,1.00
"Thu, Mar 29, 2018",7:30p,Chicago Bulls,92,Miami Heat,103,19746,20093,0.98
"Thu, Mar 29, 2018",10:00p,Indiana Pacers,106,Sacramento Kings,103,11360,17583,0.65
"Thu, Mar 29, 2018",8:00p,Oklahoma City Thunder,99,San Antonio Spurs,103,18418,18935,0.97
"Fri, Mar 30, 2018",7:30p,Philadelphia 76ers,101,Atlanta Hawks,91,16579,16739,0.99
"Fri, Mar 30, 2018",8:00p,New Orleans Pelicans,102,Cleveland Cavaliers,107,20562,20562,1.00
"Fri, Mar 30, 2018",8:30p,Minnesota Timberwolves,93,Dallas Mavericks,92,20244,20394,0.99
"Fri, Mar 30, 2018",8:00p,Phoenix Suns,103,Houston Rockets,104,18055,18476,0.98
"Fri, Mar 30, 2018",10:30p,Milwaukee Bucks,124,Los Angeles Lakers,122,18997,18997,1.00
"Fri, Mar 30, 2018",8:00p,Denver Nuggets,126,Oklahoma City Thunder,125,18203,18203,1.00
"Fri, Mar 30, 2018",7:00p,Chicago Bulls,90,Orlando Magic,82,18918,19171,0.99
"Fri, Mar 30, 2018",10:30p,Los Angeles Clippers,96,Portland Trail Blazers,105,20013,20186,0.99
"Fri, Mar 30, 2018",9:00p,Memphis Grizzlies,97,Utah Jazz,107,18306,18306,1.00
"Sat, Mar 31, 2018",7:30p,Toronto Raptors,99,Boston Celtics,110,18624,18624,1.00
"Sat, Mar 31, 2018",8:00p,Brooklyn Nets,110,Miami Heat,109,19600,20093,0.98
"Sat, Mar 31, 2018",5:00p,Detroit Pistons,115,New York Knicks,109,19812,19812,1.00
"Sat, Mar 31, 2018",10:00p,Golden State Warriors,112,Sacramento Kings,96,17583,17583,1.00
"Sat, Mar 31, 2018",3:00p,Charlotte Hornets,93,Washington Wizards,107,19071,20356,0.94
"Sun, Apr 1, 2018",6:00p,Orlando Magic,88,Atlanta Hawks,94,13587,16739,0.81
"Sun, Apr 1, 2018",6:00p,Detroit Pistons,108,Brooklyn Nets,96,16097,17732,0.91
"Sun, Apr 1, 2018",3:30p,Washington Wizards,94,Chicago Bulls,113,20466,22983,0.89
"Sun, Apr 1, 2018",1:00p,Philadelphia 76ers,119,Charlotte Hornets,102,17005,19624,0.87
"Sun, Apr 1, 2018",6:00p,Dallas Mavericks,87,Cleveland Cavaliers,98,20562,20562,1.00
"Sun, Apr 1, 2018",8:00p,Milwaukee Bucks,125,Denver Nuggets,128,19520,20103,0.97
"Sun, Apr 1, 2018",8:30p,Phoenix Suns,107,Golden State Warriors,117,19596,19596,1.00
"Sun, Apr 1, 2018",3:30p,Indiana Pacers,111,Los Angeles Clippers,104,15866,19430,0.82
"Sun, Apr 1, 2018",9:30p,Sacramento Kings,84,Los Angeles Lakers,83,18997,18997,1.00
"Sun, Apr 1, 2018",7:00p,Utah Jazz,121,Minnesota Timberwolves,97,18978,18978,1.00
"Sun, Apr 1, 2018",6:00p,Oklahoma City Thunder,109,New Orleans Pelicans,104,18500,18573,1.00
"Sun, Apr 1, 2018",9:00p,Memphis Grizzlies,98,Portland Trail Blazers,113,19545,20186,0.97
"Sun, Apr 1, 2018",3:30p,Houston Rockets,83,San Antonio Spurs,100,18418,18935,0.97
"Tue, Apr 3, 2018",8:00p,Charlotte Hornets,114,Chicago Bulls,120,20139,22983,0.88
"Tue, Apr 3, 2018",7:00p,Toronto Raptors,106,Cleveland Cavaliers,112,20562,20562,1.00
"Tue, Apr 3, 2018",8:30p,Portland Trail Blazers,109,Dallas Mavericks,115,19624,20394,0.96
"Tue, Apr 3, 2018",9:00p,Indiana Pacers,104,Denver Nuggets,107,14743,20103,0.73
"Tue, Apr 3, 2018",8:00p,Washington Wizards,104,Houston Rockets,120,18055,18476,0.98
"Tue, Apr 3, 2018",10:30p,San Antonio Spurs,110,Los Angeles Clippers,113,17449,19430,0.90
"Tue, Apr 3, 2018",7:30p,Atlanta Hawks,98,Miami Heat,101,19600,20093,0.98
"Tue, Apr 3, 2018",8:00p,Boston Celtics,102,Milwaukee Bucks,106,16188,18717,0.86
"Tue, Apr 3, 2018",7:30p,Orlando Magic,97,New York Knicks,73,19812,19812,1.00
"Tue, Apr 3, 2018",8:00p,Golden State Warriors,111,Oklahoma City Thunder,107,18203,18203,1.00
"Tue, Apr 3, 2018",7:00p,Brooklyn Nets,95,Philadelphia 76ers,121,20710,20848,0.99
"Tue, Apr 3, 2018",10:00p,Sacramento Kings,94,Phoenix Suns,97,16826,18055,0.93
"Tue, Apr 3, 2018",9:00p,Los Angeles Lakers,110,Utah Jazz,117,18306,18306,1.00
"Wed, Apr 4, 2018",7:30p,Miami Heat,115,Atlanta Hawks,86,16696,16739,1.00
"Wed, Apr 4, 2018",7:00p,Philadelphia 76ers,115,Detroit Pistons,108,18395,20491,0.90
"Wed, Apr 4, 2018",10:30p,San Antonio Spurs,112,Los Angeles Lakers,122,18997,18997,1.00
"Wed, Apr 4, 2018",8:00p,Memphis Grizzlies,95,New Orleans Pelicans,123,16521,18573,0.89
"Wed, Apr 4, 2018",7:00p,Dallas Mavericks,100,Orlando Magic,105,18112,19171,0.94
"Wed, Apr 4, 2018",8:00p,Boston Celtics,78,Toronto Raptors,96,19963,20131,0.99
"Thu, Apr 5, 2018",8:00p,Washington Wizards,115,Cleveland Cavaliers,119,20562,20562,1.00
"Thu, Apr 5, 2018",10:30p,Minnesota Timberwolves,96,Denver Nuggets,100,16415,20103,0.82
"Thu, Apr 5, 2018",8:00p,Portland Trail Blazers,94,Houston Rockets,96,18055,18476,0.98
"Thu, Apr 5, 2018",7:00p,Golden State Warriors,106,Indiana Pacers,126,17923,17923,1.00
"Thu, Apr 5, 2018",8:00p,Brooklyn Nets,119,Milwaukee Bucks,111,18378,18717,0.98
"Thu, Apr 5, 2018",9:00p,Los Angeles Clippers,95,Utah Jazz,117,18306,18306,1.00
"Fri, Apr 6, 2018",7:30p,Chicago Bulls,104,Boston Celtics,111,18624,18624,1.00
"Fri, Apr 6, 2018",7:00p,Dallas Mavericks,106,Detroit Pistons,113,18768,20491,0.92
"Fri, Apr 6, 2018",10:30p,Minnesota Timberwolves,113,Los Angeles Lakers,96,18997,18997,1.00
"Fri, Apr 6, 2018",8:00p,Sacramento Kings,94,Memphis Grizzlies,93,16527,18119,0.91
"Fri, Apr 6, 2018",7:30p,Miami Heat,98,New York Knicks,122,19569,19812,0.99
"Fri, Apr 6, 2018",7:00p,Charlotte Hornets,137,Orlando Magic,100,17018,19171,0.89
"Fri, Apr 6, 2018",7:00p,Cleveland Cavaliers,130,Philadelphia 76ers,132,20769,20848,1.00
"Fri, Apr 6, 2018",10:00p,New Orleans Pelicans,122,Phoenix Suns,103,18055,18055,1.00
"Fri, Apr 6, 2018",7:30p,Indiana Pacers,73,Toronto Raptors,92,19924,20131,0.99
"Fri, Apr 6, 2018",7:00p,Atlanta Hawks,103,Washington Wizards,97,19557,20356,0.96
"Sat, Apr 7, 2018",8:00p,Brooklyn Nets,124,Chicago Bulls,96,21669,22983,0.94
"Sat, Apr 7, 2018",8:30p,New Orleans Pelicans,126,Golden State Warriors,120,19596,19596,1.00
"Sat, Apr 7, 2018",8:30p,Oklahoma City Thunder,108,Houston Rockets,102,18055,18476,0.98
"Sat, Apr 7, 2018",3:30p,Denver Nuggets,134,Los Angeles Clippers,115,16166,19430,0.83
"Sat, Apr 7, 2018",7:30p,Milwaukee Bucks,115,New York Knicks,102,19812,19812,1.00
"Sat, Apr 7, 2018",9:00p,Portland Trail Blazers,105,San Antonio Spurs,116,18610,18935,0.98
"Sun, Apr 8, 2018",1:00p,Atlanta Hawks,112,Boston Celtics,106,18624,18624,1.00
"Sun, Apr 8, 2018",1:00p,Indiana Pacers,123,Charlotte Hornets,117,16629,19624,0.85
"Sun, Apr 8, 2018",6:00p,Utah Jazz,112,Los Angeles Lakers,97,18997,18997,1.00
"Sun, Apr 8, 2018",3:30p,Detroit Pistons,117,Memphis Grizzlies,130,16044,18119,0.89
"Sun, Apr 8, 2018",1:00p,Dallas Mavericks,97,Philadelphia 76ers,109,20846,20848,1.00
"Sun, Apr 8, 2018",9:00p,Golden State Warriors,117,Phoenix Suns,100,18055,18055,1.00
"Sun, Apr 8, 2018",6:00p,Orlando Magic,101,Toronto Raptors,112,19948,20131,0.99
"Mon, Apr 9, 2018",7:30p,Chicago Bulls,105,Brooklyn Nets,114,16187,17732,0.91
"Mon, Apr 9, 2018",9:00p,Portland Trail Blazers,82,Denver Nuggets,88,17467,20103,0.87
"Mon, Apr 9, 2018",7:00p,Toronto Raptors,108,Detroit Pistons,98,17529,20491,0.86
"Mon, Apr 9, 2018",10:30p,New Orleans Pelicans,113,Los Angeles Clippers,100,15742,19430,0.81
"Mon, Apr 9, 2018",7:30p,Oklahoma City Thunder,115,Miami Heat,93,19600,20093,0.98
"Mon, Apr 9, 2018",8:00p,Orlando Magic,86,Milwaukee Bucks,102,18717,18717,1.00
"Mon, Apr 9, 2018",8:00p,Memphis Grizzlies,94,Minnesota Timberwolves,113,17641,18978,0.93
"Mon, Apr 9, 2018",7:30p,Cleveland Cavaliers,123,New York Knicks,109,19449,19812,0.98
"Mon, Apr 9, 2018",8:30p,Sacramento Kings,85,San Antonio Spurs,98,18418,18935,0.97
"Tue, Apr 10, 2018",7:30p,Philadelphia 76ers,121,Atlanta Hawks,113,15673,16739,0.94
"Tue, Apr 10, 2018",8:30p,Phoenix Suns,124,Dallas Mavericks,97,20041,20394,0.98
"Tue, Apr 10, 2018",7:00p,Charlotte Hornets,119,Indiana Pacers,93,17331,17923,0.97
"Tue, Apr 10, 2018",10:30p,Houston Rockets,105,Los Angeles Lakers,99,18997,18997,1.00
"Tue, Apr 10, 2018",9:00p,Golden State Warriors,79,Utah Jazz,119,18306,18306,1.00
"Tue, Apr 10, 2018",8:00p,Boston Celtics,101,Washington Wizards,113,18887,20356,0.93
"Wed, Apr 11, 2018",8:00p,Brooklyn Nets,97,Boston Celtics,110,18624,18624,1.00
"Wed, Apr 11, 2018",8:00p,Detroit Pistons,119,Chicago Bulls,87,21342,22983,0.93
"Wed, Apr 11, 2018",8:00p,New York Knicks,110,Cleveland Cavaliers,98,20562,20562,1.00
"Wed, Apr 11, 2018",10:30p,Los Angeles Lakers,115,Los Angeles Clippers,100,19068,19430,0.98
"Wed, Apr 11, 2018",8:00p,Toronto Raptors,109,Miami Heat,116,19600,20093,0.98
"Wed, Apr 11, 2018",8:00p,Denver Nuggets,106,Minnesota Timberwolves,112,18978,18978,1.00
"Wed, Apr 11, 2018",8:00p,San Antonio Spurs,98,New Orleans Pelicans,122,18573,18573,1.00
"Wed, Apr 11, 2018",8:00p,Memphis Grizzlies,123,Oklahoma City Thunder,137,18203,18203,1.00
"Wed, Apr 11, 2018",8:00p,Washington Wizards,92,Orlando Magic,101,17598,19171,0.92
"Wed, Apr 11, 2018",8:00p,Milwaukee Bucks,95,Philadelphia 76ers,130,20659,20848,0.99
"Wed, Apr 11, 2018",10:30p,Utah Jazz,93,Portland Trail Blazers,102,20186,20186,1.00
"Wed, Apr 11, 2018",10:30p,Houston Rockets,83,Sacramento Kings,96,17583,17583,1.00
